NAME	hepatocyte	hepatic_stellate_sinusoid	kupffer	NK	plasmacytoid_dendritic_cell	b_cell	myeloid_leukocyte
X1700047M11Rik	1	508.669137607961	1	1	1	1	1
X1700052K11Rik	1	1	1	1	964.92457481987	1	1
X1700052N19Rik	1	1	1	1	1	329.564968314351	1
X1810008I18Rik	1631.39155199458	1	1	1	1	1	1
X1810011H11Rik	1	1	2482.17298898265	6217.33353705515	1	1	1001.95485168356
X1810012P15Rik	1	1	1	376.721311798301	1	1	1
X1810030O07Rik	1	1	1	1	1	310.92614053555	1
X1810043G02Rik	1	1	1	1	1	1	133.445268487408
X1810074P20Rik	1	1	1	1	1	124.551976897819	1
X2010001M06Rik	1	1	844.777186744769	1	1	1	1
X2010001M09Rik	1	1	1	1	118.37841454012	780.470318623188	1
X2010003K11Rik	1683.39830426872	1	1	1	1	1	1
X2010003K15Rik	854.400497459418	1	1	1	1	1	1
X2010011I20Rik	16.6367920085359	1	1	1	1	363.037592970158	1
X2010016I18Rik	1	1	1	3946.58475443749	1	1	1
X2010110P09Rik	1	1	4689.1536586133	1	1	1	1
X2010300C02Rik	1	1	1	3756.57544685869	1	1	1
X2210010C17Rik	1	2830.94334174299	1	5199.13022478257	1	1	1
X2210012G02Rik	1	1	1	1	1	1	194.961642449036
X2210020M01Rik	1	1	1	1	4079.14498221891	1	1
X2210021J22Rik	1	1	1	1	86.3326977676475	292.702290770005	1
X2210404O07Rik	1	1	1	1	1640.03468716893	1	1
X2310001H17Rik	1	1	1	105.887059399359	1	1	1
X2310010J17Rik	1	1	1	1	82.5854531203277	276.648431071878	1
X2310014F07Rik	1	8464.54674282456	1	1	1	1	1
X2310035K24Rik	1	1	152.794290467923	1	1	1	1
X2310040G24Rik	1	1	1651.896447455	1	1	1	1477.69485036623
X2310061C15Rik	1	1	1	123.967217033167	1	1	1
X2400009B08Rik	1	1	1	1	437.372431276559	1	1
X2410002F23Rik	1	1	1	1	83.0742873266902	1	1
X2410022L05Rik	1	485.57916680936	632.577914481985	1	1	1	1
X2510003E04Rik	1	1	1	1	117.032202796486	1	1
X2510009E07Rik	1	782.081319832917	1496.25704697772	1	1	1	1
X2510049J12Rik	610.782880641882	1	1	1	1	1	1
X2610005L07Rik	1	1	1	1	1	195.958561064048	1
X2610301G19Rik	1	1	1	319.254555582561	469.21256674277	1	1
X2610524H06Rik	1	1	1	1	110.883085167141	1	1
X2700081O15Rik	1	458.891575797289	1	1	1	1	1
X2810001G20Rik	1	106.975654378797	1	410.955740133072	1	1	1
X2810004N23Rik	1	1	1	1	1	216.698380255046	1
X2810007J24Rik	1992.55600995489	1	1	1	1	1	1
X2810008D09Rik	1	1	1	1	1	191.76116948618	1
X2810405K02Rik	1	1	91.054514272939	1	1	1	1
X2810442I21Rik	1	1	1	1	9616.28933785406	1	1
X2810453I06Rik	1	1	1	1	1	875.747504969669	1
X2810459M11Rik	2105.70494516001	1	1	1	1	1	1
X2900005J15Rik	1	1	1	1	959.050761298625	1	1
X2900041M22Rik	1	1	1	1	1220.14222229614	1	1
X3110043O21Rik	1	1	261.726692254788	1	1	1	1
X3110062M04Rik	1	335.986503170673	1	1	1	1	1
X4833420G17Rik	1	1	1	1	1	1	144.58178096851
X4833424O15Rik	1	2159.86968764799	1	1	1	1	1
X4930453N24Rik	1	1	1	254.061370561387	27.8960205715003	1	1
X4930455C21Rik	1	1	1	1	1	272.148086761063	1
X4930486L24Rik	1	1	1	1997.56858473664	1	1	1
X4930503L19Rik	1	1133.52587485956	1	1	1	1	1
X4930506M07Rik	1	1	268.651103243835	1	1	1	601.111219065995
X4930528F23Rik	530.558219422258	1	1	1	1	1	1
X4930534B04Rik	1	1	1	1	1114.27119963898	1	1
X4930572J05Rik	1	1	1	1	378.826072166373	1	1
X4930579G24Rik	1	1	1	1	363.784982145924	1	1
X4931406P16Rik	1	288.981079689317	1	1	1	1	1
X4931408D14Rik	1097.23704184676	1	1	1	1	1	1
X4933407H18Rik	1	1	1	1	70.4665742645505	1	1
X4933421E11Rik	1	1	1	145.404799741769	1	1	1
X4933433P14Rik	1	1	1	1	1	1	127.974292999015
X5031414D18Rik	1	1	1	1	512.807028530369	901.015296927451	1
X5031425F14Rik	1	1	2290.02741118978	1	1	1	1
X5031439G07Rik	1	1	226.272751287294	1	83.3635762417868	1	924.203584393199
X5033403H07Rik	2919.40967106451	1	1	1	1	1	1
X5033406O09Rik	1	1	2030.85464992393	1	1	1	1
X5430405H02Rik	1	1	1	1	1	1	369.86850492991
X5430427O19Rik	1	1	1	1	198.289696123293	494.024201298933	1
X5430435G22Rik	1	1	118.952585107734	1	1	1	1116.98807754024
X5430437J10Rik	1	1	1	1	1	1	1736.76444795592
X5730403B10Rik	1	1	1	1	240.35994911942	1	1
X5730419I09Rik	1	1	1	1	361.460745919931	259.426356653893	1
X5730469M10Rik	1	1	1	1	1	380.713699303212	1
X5730508B09Rik	1	1	1	1	1	1	166.416244919551
X5830416P10Rik	1	1	1	1060.90793209329	1	1862.77901403224	1
X5830428M24Rik	1	1	1	1	283.777068860561	1642.98497581431	1
X5830473C10Rik	2057.41397070411	1	1	1	1	1	1
X5930416I19Rik	1	1	1	1	165.678145318217	1	1
X6030458C11Rik	1	1	1	1	377.544042505108	1	1
X6230427J02Rik	1	318.802230835674	1	1	1	1	1
X6330416G13Rik	1	1	1395.78131896957	1	622.72738261926	1	613.332725058114
X6530401N04Rik	1	1	1	1	1	242.293041537377	1
X8430406I07Rik	1	295.077518224513	1	1	1	1	1
X8430410A17Rik	1	1	1	1	61.8716016211963	267.003161283055	1
X8430410K20Rik	1	403.038216241468	1	1	1	1	1
X9030619P08Rik	509.164535814281	1	1	1	1	1	1
X9030625A04Rik	1	1	701.6355102764	1	1	1	809.17751719233
X9130014G24Rik	1	1	6255.42798692676	1	1	1	1
X9130221H12Rik	1	1	1	1	310.886366693178	1	1
X9130409I23Rik	3539.19333458312	1	1	1	1	1	1
X9330133O14Rik	1	1	1	1	172.43836017782	1	1
X9630033F20Rik	1	1	1	1	1250.82629413598	1	1
X99384	1	364.096229397185	333.950168495362	1	1	1	1
Xcl1	1	1	1	9779.04345025782	1	1	1
Xcr1	1	1	1	1	1	1	18982.3811221713
Xkr9	1531.92459804608	1	1	1	1	1	1
Xkrx	1	1	1	1	2398.73342585526	1	1
Xlr	1	1	1172.80311111046	1	1	1	1
Xlr4a	1	1	1	1925.76925091872	1	1	1
Xlr4b	1	1	1	1179.40193477252	1	1	1
Xrcc1	1	1	1	1	1	164.259013048822	1
Yars	20.2374181944158	1	1	1	1	243.830201558119	1
Yes1	1	508.934934243104	1	1	1	1	1
Ykt6	1	1	84.4988684731264	1	1	1	1
Ythdc2	1	1	1	1	1	1	278.485489233803
Zap70	1	1	1	1924.79105066822	1	1	1
Zbtb20	1	1	1	1	1	151.735964111788	1
Zbtb25	1	1	1	528.662516835311	1	1	1
Zbtb32	1	1	1	1	1	10223.1341218407	1
Zbtb34	1	1	1	1	332.695703829142	1	1
Zbtb39	1	1390.24168677354	1	1	1	1	1
Zbtb46	1	1766.27882484375	1	1	1	1	1040.00740485817
Zc3h12c	1	1	1	1	3137.66518319082	1	1
Zc3h12d	1	1	1	1	1	1403.15580358977	335.209501177919
Zc3h4	1	1	1	310.35275065155	1	1	1
Zcchc18	1	1	1	763.660919056269	1	1	1
Zdhhc14	1	1	934.558426573607	1	1693.20218444179	1	1
Zdhhc17	1	389.808776901479	1	1	1	1	1
Zdhhc18	1	225.264550235564	1	306.829994478112	1	1	1
Zdhhc21	1	1	1	1	1	1	124.360041238781
Zfp161	1	1	1	1	112.464660366864	1	1
Zfp238	39.9179869883462	1	1	1	368.586650864088	1	1
Zfp296	1	1	1	1	1	597.151466512695	1
Zfp317	1	1	1	1	214.095986902154	1	1
Zfp318	1	1	1	1	1	906.439009658711	1
Zfp358	1	1	1	1	162.463430398139	1	1
Zfp422	1	1	1	1	108.918900825511	1	1
Zfp51	1	1	1	1	1	1078.81192043981	1
Zfp511	1	1	1	128.983369684775	1	1	1
Zfp512	1	1	1	676.930161789666	1	1	1
Zfp516	1	1	1	1	1	1	146.819272924844
Zfp532	1	1052.93221688723	995.408624795054	1	1	1	1
Zfp599	1	1	1	1	2049.84797638217	1	1
Zfp62	1	1	1	1	212.742073787364	1	1
Zfp639	1	1	1	1	1	131.140574545296	1
Zfp68	1	1	1	1	1	177.840153694424	1
Zfp691	1	1	1	1	644.622393341537	1	1
Zfp715	1	946.945376322251	1	1	1	1	1
Zfp740	1	1	1	1	1	1	127.611399965223
Zfp775	1	1	1	1	558.410104307827	1	1
Zfp810	1	1	1	1	429.407040927327	1	1
Zfp831	1	1	1	1	1	4762.78120117583	1
Zfp90	1	1	1182.15177867542	1	1	1	1
Zfpl1	1	1	1	1	1	154.314070935277	1
Zfyve16	1	1	1	1	200.358346498103	1	1
Zfyve19	1	1	1	1	1	1	143.192683145414
Zgpat	1	1	1	270.622895890404	1	233.742119811165	1
Zhx1	1	1	1	1	1	1	140.651054965852
Zmym3	1	1	1	1	258.668219946297	1	1
Zmynd15	1	1680.99199440876	1	1	1	1	2411.68089781718
Zscan22	1	1	1	1	3822.30719556142	1	1
Zscan29	1	1	1	1	191.882277932308	1	1
Zufsp	1	1	1	1	104.201704576958	1	1
